id;user_id;"name";"date";"filename";"created_at";"updated_at";"deleted_at"
1;1;"Tujetsch_Via_Alpsu_4089";"2017-10-28";"ttg8hpksd3qs3z52oa3s22j0.jpg";"2017-10-28 10:02:00";"2017-10-28 10:02:00";NULL
2;1;"Bua_None_2404";"2017-11-25";"vyvj74njszyqbektqxpovost.jpg";"2017-11-25 10:12:00";"2017-11-25 10:12:00";NULL
